Année;Code_INSEE;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;% gauche/Exp;% centre/Exp;% droite/Exp;Résultat
2022;01284;Ozan;539;93;17.25;446;82.75;2;0.37;0.45;2;0.37;0.45;442;82.0;99.1;23.53;26.7;49.77;droite
2022;01285;Parcieux;1006;158;15.71;848;84.29;19;1.89;2.24;2;0.2;0.24;827;82.21;97.52;26.12;36.03;37.85;droite
2022;01286;Parves et Nattages;807;141;17.47;666;82.53;14;1.73;2.1;7;0.87;1.05;645;79.93;96.85;39.53;27.44;33.02;gauche
2022;01288;Péron;1474;342;23.2;1132;76.8;20;1.36;1.77;3;0.2;0.27;1109;75.24;97.97;29.4;36.52;34.08;centre
2022;01289;Péronnas;4664;1051;22.53;3613;77.47;50;1.07;1.38;16;0.34;0.44;3547;76.05;98.17;29.24;33.13;37.64;droite
2022;01290;Pérouges;1042;165;15.83;877;84.17;16;1.54;1.82;1;0.1;0.11;860;82.53;98.06;23.6;29.53;46.86;droite
2022;01291;Perrex;634;81;12.78;553;87.22;10;1.58;1.81;3;0.47;0.54;540;85.17;97.65;15.74;38.89;45.37;droite
2022;01293;Peyriat;135;17;12.59;118;87.41;1;0.74;0.85;0;0.0;0.0;117;86.67;99.15;24.79;23.93;51.28;droite
2022;01294;Peyrieu;652;117;17.94;535;82.06;11;1.69;2.06;2;0.31;0.37;522;80.06;97.57;30.08;28.35;41.57;droite
2022;01295;Peyzieux-sur-Saône;449;66;14.7;383;85.3;10;2.23;2.61;3;0.67;0.78;370;82.41;96.61;21.62;24.59;53.78;droite
2022;01296;Pirajoux;318;87;27.36;231;72.64;4;1.26;1.73;2;0.63;0.87;225;70.75;97.4;20.89;24.89;54.22;droite
2022;01297;Pizay;722;143;19.81;579;80.19;12;1.66;2.07;1;0.14;0.17;566;78.39;97.75;23.85;28.62;47.53;droite
2022;01298;Plagne;114;19;16.67;95;83.33;0;0.0;0.0;0;0.0;0.0;95;83.33;100.0;21.05;32.63;46.32;droite
2022;01299;Le Plantay;414;81;19.57;333;80.43;6;1.45;1.8;2;0.48;0.6;325;78.5;97.6;16.92;29.85;53.23;droite
2022;01301;Polliat;2065;404;19.56;1661;80.44;25;1.21;1.51;5;0.24;0.3;1631;78.98;98.19;21.58;32.86;45.55;droite
2022;01302;Pollieu;144;23;15.97;121;84.03;1;0.69;0.83;3;2.08;2.48;117;81.25;96.69;35.9;28.21;35.9;gauche
2022;01303;Poncin;1239;262;21.15;977;78.85;17;1.37;1.74;7;0.56;0.72;953;76.92;97.54;26.13;23.71;50.16;droite
2022;01304;Pont-d'Ain;1938;511;26.37;1427;73.63;28;1.44;1.96;10;0.52;0.7;1389;71.67;97.34;29.09;25.77;45.14;droite
2022;01305;Pont-de-Vaux;1484;434;29.25;1050;70.75;16;1.08;1.52;8;0.54;0.76;1026;69.14;97.71;25.15;35.96;38.89;droite
2022;01306;Pont-de-Veyle;966;246;25.47;720;74.53;13;1.35;1.81;4;0.41;0.56;703;72.77;97.64;28.31;28.73;42.96;droite
2022;01307;Port;580;119;20.52;461;79.48;13;2.24;2.82;4;0.69;0.87;444;76.55;96.31;26.58;32.21;41.22;droite
2022;01308;Pougny;441;150;34.01;291;65.99;3;0.68;1.03;5;1.13;1.72;283;64.17;97.25;35.34;31.1;33.57;gauche
2022;01309;Pouillat;66;8;12.12;58;87.88;1;1.52;1.72;0;0.0;0.0;57;86.36;98.28;28.07;29.82;42.11;droite
2022;01310;Prémeyzel;132;23;17.42;109;82.58;3;2.27;2.75;0;0.0;0.0;106;80.3;97.25;38.68;23.58;37.74;gauche
2022;01311;Prémillieu;53;11;20.75;42;79.25;2;3.77;4.76;0;0.0;0.0;40;75.47;95.24;22.5;17.5;60.0;droite
2022;01313;Prévessin-Moëns;4112;948;23.05;3164;76.95;31;0.75;0.98;14;0.34;0.44;3119;75.85;98.58;29.11;44.28;26.61;centre
2022;01314;Priay;1253;216;17.24;1037;82.76;19;1.52;1.83;9;0.72;0.87;1009;80.53;97.3;25.27;24.68;50.05;droite
2022;01317;Ramasse;249;34;13.65;215;86.35;6;2.41;2.79;2;0.8;0.93;207;83.13;96.28;27.05;28.99;43.96;droite
2022;01318;Rancé;557;90;16.16;467;83.84;5;0.9;1.07;2;0.36;0.43;460;82.59;98.5;21.96;29.57;48.48;droite
2022;01319;Relevant;342;52;15.2;290;84.8;3;0.88;1.03;3;0.88;1.03;284;83.04;97.93;19.01;32.75;48.24;droite
2022;01320;Replonges;2884;591;20.49;2293;79.51;57;1.98;2.49;22;0.76;0.96;2214;76.77;96.55;19.51;36.22;44.26;droite
2022;01321;Revonnas;702;125;17.81;577;82.19;8;1.14;1.39;2;0.28;0.35;567;80.77;98.27;31.57;31.39;37.04;droite
2022;01322;Reyrieux;3711;705;19.0;3006;81.0;49;1.32;1.63;3;0.08;0.1;2954;79.6;98.27;25.69;36.87;37.44;droite
2022;01323;Reyssouze;734;168;22.89;566;77.11;10;1.36;1.77;2;0.27;0.35;554;75.48;97.88;21.3;31.77;46.93;droite
2022;01325;Rignieux-le-Franc;831;136;16.37;695;83.63;13;1.56;1.87;3;0.36;0.43;679;81.71;97.7;25.48;27.54;46.98;droite
2022;01328;Romans;391;68;17.39;323;82.61;5;1.28;1.55;1;0.26;0.31;317;81.07;98.14;15.46;35.02;49.53;droite
2022;01329;Rossillon;147;32;21.77;115;78.23;2;1.36;1.74;0;0.0;0.0;113;76.87;98.26;34.51;24.78;40.71;droite
2022;01330;Ruffieu;159;25;15.72;134;84.28;1;0.63;0.75;0;0.0;0.0;133;83.65;99.25;39.1;31.58;29.32;gauche
2022;01331;Saint-Alban;148;31;20.95;117;79.05;2;1.35;1.71;0;0.0;0.0;115;77.7;98.29;28.7;37.39;33.91;centre
2022;01332;Saint-André-de-Bâgé;609;106;17.41;503;82.59;2;0.33;0.4;10;1.64;1.99;491;80.62;97.61;25.87;31.16;42.97;droite
2022;01333;Saint-André-de-Corcy;2659;522;19.63;2137;80.37;38;1.43;1.78;5;0.19;0.23;2094;78.75;97.99;25.88;28.61;45.51;droite
2022;01334;Saint-André-d'Huiriat;474;84;17.72;390;82.28;4;0.84;1.03;1;0.21;0.26;385;81.22;98.72;21.04;26.49;52.47;droite
2022;01335;Saint-André-le-Bouchoux;275;39;14.18;236;85.82;1;0.36;0.42;1;0.36;0.42;234;85.09;99.15;23.08;29.06;47.86;droite
2022;01336;Saint-André-sur-Vieux-Jonc;901;183;20.31;718;79.69;9;1.0;1.25;5;0.55;0.7;704;78.14;98.05;22.16;34.66;43.18;droite
2022;01337;Saint-Bénigne;986;212;21.5;774;78.5;25;2.54;3.23;3;0.3;0.39;746;75.66;96.38;20.91;36.73;42.36;droite
2022;01338;Groslée-Saint-Benoît;983;224;22.79;759;77.21;16;1.63;2.11;8;0.81;1.05;735;74.77;96.84;21.22;31.29;47.48;droite
2022;01339;Saint-Bernard;1304;218;16.72;1086;83.28;13;1.0;1.2;3;0.23;0.28;1070;82.06;98.53;21.31;38.6;40.09;droite
2022;01342;Sainte-Croix;421;72;17.1;349;82.9;4;0.95;1.15;2;0.48;0.57;343;81.47;98.28;24.2;28.28;47.52;droite
2022;01343;Saint-Cyr-sur-Menthon;1367;264;19.31;1103;80.69;25;1.83;2.27;14;1.02;1.27;1064;77.83;96.46;18.89;32.61;48.5;droite
2022;01344;Saint-Denis-lès-Bourg;4598;968;21.05;3630;78.95;59;1.28;1.63;23;0.5;0.63;3548;77.16;97.74;29.43;34.24;36.33;droite
2022;01345;Saint-Denis-en-Bugey;1678;421;25.09;1257;74.91;23;1.37;1.83;14;0.83;1.11;1220;72.71;97.06;26.72;25.0;48.28;droite
2022;01346;Saint-Didier-d'Aussiat;618;108;17.48;510;82.52;8;1.29;1.57;2;0.32;0.39;500;80.91;98.04;20.4;31.4;48.2;droite
2022;01347;Saint-Didier-de-Formans;1709;244;14.28;1465;85.72;16;0.94;1.09;3;0.18;0.2;1446;84.61;98.7;26.07;34.3;39.63;droite
2022;01348;Saint-Didier-sur-Chalaronne;2218;540;24.35;1678;75.65;35;1.58;2.09;9;0.41;0.54;1634;73.67;97.38;17.63;31.82;50.55;droite
2022;01349;Saint-Eloi;415;83;20.0;332;80.0;6;1.45;1.81;3;0.72;0.9;323;77.83;97.29;22.6;32.82;44.58;droite
2022;01350;Saint-Etienne-du-Bois;1956;392;20.04;1564;79.96;27;1.38;1.73;10;0.51;0.64;1527;78.07;97.63;23.97;32.15;43.88;droite
2022;01351;Saint-Etienne-sur-Chalaronne;1212;229;18.89;983;81.11;26;2.15;2.64;6;0.5;0.61;951;78.47;96.74;19.24;26.18;54.57;droite
2022;01352;Saint-Etienne-sur-Reyssouze;418;80;19.14;338;80.86;9;2.15;2.66;3;0.72;0.89;326;77.99;96.45;20.25;28.83;50.92;droite
2022;01353;Sainte-Euphémie;1164;187;16.07;977;83.93;27;2.32;2.76;4;0.34;0.41;946;81.27;96.83;23.15;36.15;40.7;droite
2022;01354;Saint-Genis-Pouilly;5149;1452;28.2;3697;71.8;29;0.56;0.78;10;0.19;0.27;3658;71.04;98.95;37.64;34.23;28.13;gauche
2022;01355;Saint-Genis-sur-Menthon;382;75;19.63;307;80.37;6;1.57;1.95;0;0.0;0.0;301;78.8;98.05;19.27;32.89;47.84;droite
2022;01356;Saint-Georges-sur-Renon;180;28;15.56;152;84.44;4;2.22;2.63;1;0.56;0.66;147;81.67;96.71;24.49;32.65;42.86;droite
2022;01357;Saint-Germain-de-Joux;266;70;26.32;196;73.68;5;1.88;2.55;0;0.0;0.0;191;71.8;97.45;24.08;36.65;39.27;droite
2022;01358;Saint-Germain-les-Paroisses;338;58;17.16;280;82.84;5;1.48;1.79;0;0.0;0.0;275;81.36;98.21;29.45;19.64;50.91;droite
2022;01359;Saint-Germain-sur-Renon;215;48;22.33;167;77.67;2;0.93;1.2;0;0.0;0.0;165;76.74;98.8;12.73;29.09;58.18;droite
2022;01360;Saint-Jean-de-Gonville;1076;201;18.68;875;81.32;19;1.77;2.17;3;0.28;0.34;853;79.28;97.49;25.21;35.52;39.27;droite
2022;01361;Saint-Jean-de-Niost;1324;213;16.09;1111;83.91;24;1.81;2.16;7;0.53;0.63;1080;81.57;97.21;20.83;30.65;48.52;droite
2022;01362;Saint-Jean-de-Thurigneux;581;82;14.11;499;85.89;4;0.69;0.8;2;0.34;0.4;493;84.85;98.8;15.62;34.08;50.3;droite
2022;01363;Saint-Jean-le-Vieux;1419;274;19.31;1145;80.69;24;1.69;2.1;12;0.85;1.05;1109;78.15;96.86;25.43;29.31;45.27;droite
2022;01364;Saint-Jean-sur-Reyssouze;569;131;23.02;438;76.98;15;2.64;3.42;5;0.88;1.14;418;73.46;95.43;17.94;27.51;54.55;droite
2022;01365;Saint-Jean-sur-Veyle;875;182;20.8;693;79.2;5;0.57;0.72;26;2.97;3.75;662;75.66;95.53;21.9;35.5;42.6;droite
2022;01366;Sainte-Julie;732;91;12.43;641;87.57;11;1.5;1.72;2;0.27;0.31;628;85.79;97.97;28.66;25.64;45.7;droite
2022;01367;Saint-Julien-sur-Reyssouze;460;83;18.04;377;81.96;3;0.65;0.8;1;0.22;0.27;373;81.09;98.94;24.13;23.06;52.82;droite
2022;01368;Saint-Julien-sur-Veyle;595;101;16.97;494;83.03;9;1.51;1.82;1;0.17;0.2;484;81.34;97.98;20.45;32.02;47.52;droite
2022;01369;Saint-Just;761;159;20.89;602;79.11;14;1.84;2.33;3;0.39;0.5;585;76.87;97.18;29.4;33.85;36.75;droite
2022;01370;Saint-Laurent-sur-Saône;1009;290;28.74;719;71.26;10;0.99;1.39;7;0.69;0.97;702;69.57;97.64;34.62;28.77;36.61;droite
2022;01371;Saint-Marcel;956;191;19.98;765;80.02;13;1.36;1.7;5;0.52;0.65;747;78.14;97.65;25.44;29.45;45.11;droite
2022;01372;Saint-Martin-de-Bavel;356;74;20.79;282;79.21;4;1.12;1.42;0;0.0;0.0;278;78.09;98.58;37.77;28.06;34.17;gauche
2022;01373;Saint-Martin-du-Frêne;736;139;18.89;597;81.11;10;1.36;1.68;1;0.14;0.17;586;79.62;98.16;17.41;31.91;50.68;droite
2022;01374;Saint-Martin-du-Mont;1443;239;16.56;1204;83.44;16;1.11;1.33;4;0.28;0.33;1184;82.05;98.34;24.07;30.41;45.52;droite
2022;01375;Saint-Martin-le-Châtel;639;99;15.49;540;84.51;12;1.88;2.22;3;0.47;0.56;525;82.16;97.22;20.38;32.19;47.43;droite
2022;01376;Saint-Maurice-de-Beynost;2479;600;24.2;1879;75.8;38;1.53;2.02;12;0.48;0.64;1829;73.78;97.34;35.81;28.81;35.37;gauche
2022;01378;Saint-Maurice-de-Gourdans;2166;370;17.08;1796;82.92;37;1.71;2.06;6;0.28;0.33;1753;80.93;97.61;19.11;29.89;51.0;droite
2022;01379;Saint-Maurice-de-Rémens;536;119;22.2;417;77.8;9;1.68;2.16;2;0.37;0.48;406;75.75;97.36;23.4;20.94;55.67;droite
2022;01380;Saint-Nizier-le-Bouchoux;519;113;21.77;406;78.23;1;0.19;0.25;6;1.16;1.48;399;76.88;98.28;18.55;32.58;48.87;droite
2022;01381;Saint-Nizier-le-Désert;656;138;21.04;518;78.96;9;1.37;1.74;6;0.91;1.16;503;76.68;97.1;16.7;28.83;54.47;droite
2022;01382;Sainte-Olive;250;41;16.4;209;83.6;1;0.4;0.48;2;0.8;0.96;206;82.4;98.56;16.99;33.5;49.51;droite
2022;01383;Saint-Paul-de-Varax;1137;257;22.6;880;77.4;10;0.88;1.14;1;0.09;0.11;869;76.43;98.75;18.87;29.11;52.01;droite
2022;01384;Saint-Rambert-en-Bugey;1305;385;29.5;920;70.5;14;1.07;1.52;9;0.69;0.98;897;68.74;97.5;30.77;23.08;46.15;droite
2022;01385;Saint-Rémy;783;144;18.39;639;81.61;10;1.28;1.56;2;0.26;0.31;627;80.08;98.12;19.78;37.96;42.26;droite
2022;01386;Saint-Sorlin-en-Bugey;869;129;14.84;740;85.16;13;1.5;1.76;1;0.12;0.14;726;83.54;98.11;27.13;32.64;40.22;droite
2022;01387;Saint-Sulpice;173;29;16.76;144;83.24;2;1.16;1.39;0;0.0;0.0;142;82.08;98.61;23.94;26.76;49.3;droite
2022;01388;Saint-Trivier-de-Courtes;715;180;25.17;535;74.83;3;0.42;0.56;2;0.28;0.37;530;74.13;99.07;16.04;30.57;53.4;droite
2022;01389;Saint-Trivier-sur-Moignans;1319;260;19.71;1059;80.29;19;1.44;1.79;5;0.38;0.47;1035;78.47;97.73;19.42;27.25;53.33;droite
2022;01390;Saint-Vulbas;862;156;18.1;706;81.9;13;1.51;1.84;3;0.35;0.42;690;80.05;97.73;15.8;23.48;60.72;droite
2022;01391;Salavre;258;42;16.28;216;83.72;6;2.33;2.78;3;1.16;1.39;207;80.23;95.83;22.22;29.47;48.31;droite
2022;01392;Samognat;502;93;18.53;409;81.47;14;2.79;3.42;5;1.0;1.22;390;77.69;95.35;20.77;30.0;49.23;droite
2022;01393;Sandrans;447;59;13.2;388;86.8;9;2.01;2.32;1;0.22;0.26;378;84.56;97.42;16.93;31.22;51.85;droite
2022;01396;Sault-Brénaz;588;145;24.66;443;75.34;8;1.36;1.81;1;0.17;0.23;434;73.81;97.97;25.12;26.96;47.93;droite
2022;01397;Sauverny;611;154;25.2;457;74.8;1;0.16;0.22;4;0.65;0.88;452;73.98;98.91;23.67;42.92;33.41;centre
2022;01398;Savigneux;1039;205;19.73;834;80.27;12;1.15;1.44;5;0.48;0.6;817;78.63;97.96;16.65;31.95;51.41;droite
2022;01399;Ségny;1198;326;27.21;872;72.79;17;1.42;1.95;2;0.17;0.23;853;71.2;97.82;26.96;39.27;33.76;centre
2022;01400;Seillonnaz;130;21;16.15;109;83.85;1;0.77;0.92;0;0.0;0.0;108;83.08;99.08;25.93;26.85;47.22;droite
2022;01401;Sergy;1050;222;21.14;828;78.86;12;1.14;1.45;4;0.38;0.48;812;77.33;98.07;29.43;40.76;29.8;centre
2022;01402;Sermoyer;505;106;20.99;399;79.01;8;1.58;2.01;3;0.59;0.75;388;76.83;97.24;22.42;27.06;50.52;droite
2022;01403;Serrières-de-Briord;967;208;21.51;759;78.49;19;1.96;2.5;3;0.31;0.4;737;76.22;97.1;31.75;21.98;46.27;droite
2022;01404;Serrières-sur-Ain;125;24;19.2;101;80.8;0;0.0;0.0;0;0.0;0.0;101;80.8;100.0;31.68;26.73;41.58;droite
2022;01405;Servas;897;206;22.97;691;77.03;16;1.78;2.32;8;0.89;1.16;667;74.36;96.53;21.89;28.34;49.78;droite
2022;01406;Servignat;138;18;13.04;120;86.96;5;3.62;4.17;4;2.9;3.33;111;80.43;92.5;21.62;29.73;48.65;droite
2022;01407;Seyssel;668;150;22.46;518;77.54;6;0.9;1.16;2;0.3;0.39;510;76.35;98.46;32.55;27.84;39.61;droite
2022;01408;Simandre-sur-Suran;541;115;21.26;426;78.74;8;1.48;1.88;4;0.74;0.94;414;76.52;97.18;31.4;26.57;42.03;droite
2022;01410;Sonthonnax-la-Montagne;243;37;15.23;206;84.77;4;1.65;1.94;3;1.23;1.46;199;81.89;96.6;32.16;26.13;41.71;droite
2022;01411;Souclin;198;31;15.66;167;84.34;1;0.51;0.6;0;0.0;0.0;166;83.84;99.4;15.66;27.11;57.23;droite
2022;01412;Sulignat;438;87;19.86;351;80.14;6;1.37;1.71;3;0.68;0.85;342;78.08;97.44;17.25;36.55;46.2;droite
2022;01415;Talissieu;302;62;20.53;240;79.47;4;1.32;1.67;0;0.0;0.0;236;78.15;98.33;23.73;24.58;51.69;droite
2022;01416;Tenay;606;174;28.71;432;71.29;1;0.17;0.23;2;0.33;0.46;429;70.79;99.31;25.41;24.48;50.12;droite
2022;01418;Thil;916;175;19.1;741;80.9;15;1.64;2.02;2;0.22;0.27;724;79.04;97.71;25.69;36.05;38.26;droite
2022;01419;Thoiry;3307;794;24.01;2513;75.99;21;0.64;0.84;10;0.3;0.4;2482;75.05;98.77;28.65;39.52;31.83;centre
2022;01420;Thoissey;1069;321;30.03;748;69.97;13;1.22;1.74;7;0.65;0.94;728;68.1;97.33;22.8;26.1;51.1;droite
2022;01421;Torcieu;537;98;18.25;439;81.75;7;1.3;1.59;1;0.19;0.23;431;80.26;98.18;24.36;23.9;51.74;droite
2022;01422;Tossiat;1116;212;19.0;904;81.0;22;1.97;2.43;6;0.54;0.66;876;78.49;96.9;24.66;32.76;42.58;droite
2022;01423;Toussieux;810;107;13.21;703;86.79;12;1.48;1.71;1;0.12;0.14;690;85.19;98.15;23.48;33.33;43.19;droite
2022;01424;Tramoyes;1438;217;15.09;1221;84.91;21;1.46;1.72;7;0.49;0.57;1193;82.96;97.71;22.72;35.96;41.32;droite
2022;01425;La Tranclière;238;34;14.29;204;85.71;6;2.52;2.94;2;0.84;0.98;196;82.35;96.08;19.39;32.65;47.96;droite
2022;01426;Val-Revermont;1872;339;18.11;1533;81.89;30;1.6;1.96;14;0.75;0.91;1489;79.54;97.13;28.07;30.89;41.03;droite
2022;01427;Trévoux;4079;814;19.96;3265;80.04;54;1.32;1.65;13;0.32;0.4;3198;78.4;97.95;34.18;31.21;34.62;droite
2022;01428;Valeins;107;18;16.82;89;83.18;3;2.8;3.37;1;0.93;1.12;85;79.44;95.51;7.06;41.18;51.76;droite
2022;01429;Vandeins;506;91;17.98;415;82.02;13;2.57;3.13;2;0.4;0.48;400;79.05;96.39;17.75;25.75;56.5;droite
2022;01430;Varambon;425;75;17.65;350;82.35;3;0.71;0.86;1;0.24;0.29;346;81.41;98.86;23.12;26.01;50.87;droite
2022;01431;Vaux-en-Bugey;911;149;16.36;762;83.64;10;1.1;1.31;2;0.22;0.26;750;82.33;98.43;33.87;24.27;41.87;droite
2022;01432;Verjon;263;36;13.69;227;86.31;3;1.14;1.32;2;0.76;0.88;222;84.41;97.8;27.03;32.43;40.54;droite
2022;01433;Vernoux;193;39;20.21;154;79.79;1;0.52;0.65;2;1.04;1.3;151;78.24;98.05;21.85;18.54;59.6;droite
2022;01434;Versailleux;331;43;12.99;288;87.01;2;0.6;0.69;0;0.0;0.0;286;86.4;99.31;17.48;31.47;51.05;droite
2022;01435;Versonnex;1262;380;30.11;882;69.89;10;0.79;1.13;5;0.4;0.57;867;68.7;98.3;32.41;34.26;33.33;centre
2022;01436;Vesancy;352;87;24.72;265;75.28;5;1.42;1.89;0;0.0;0.0;260;73.86;98.11;23.08;48.46;28.46;centre
2022;01437;Vescours;155;33;21.29;122;78.71;1;0.65;0.82;1;0.65;0.82;120;77.42;98.36;13.33;24.17;62.5;droite
2022;01439;Vésines;72;11;15.28;61;84.72;3;4.17;4.92;1;1.39;1.64;57;79.17;93.44;12.28;31.58;56.14;droite
2022;01441;Vieu-d'Izenave;483;86;17.81;397;82.19;1;0.21;0.25;15;3.11;3.78;381;78.88;95.97;18.64;25.72;55.64;droite
2022;01443;Villars-les-Dombes;3443;739;21.46;2704;78.54;37;1.07;1.37;10;0.29;0.37;2657;77.17;98.26;24.73;31.28;44.0;droite
2022;01444;Villebois;932;212;22.75;720;77.25;10;1.07;1.39;0;0.0;0.0;710;76.18;98.61;31.97;20.99;47.04;droite
2022;01445;Villemotier;461;79;17.14;382;82.86;4;0.87;1.05;1;0.22;0.26;377;81.78;98.69;20.95;31.3;47.75;droite
2022;01446;Villeneuve;1165;201;17.25;964;82.75;11;0.94;1.14;5;0.43;0.52;948;81.37;98.34;19.09;25.95;54.96;droite
2022;01447;Villereversure;924;189;20.45;735;79.55;12;1.3;1.63;7;0.76;0.95;716;77.49;97.41;25.42;31.28;43.3;droite
2022;01448;Villes;278;61;21.94;217;78.06;0;0.0;0.0;0;0.0;0.0;217;78.06;100.0;23.04;31.34;45.62;droite
2022;01449;Villette-sur-Ain;577;89;15.42;488;84.58;9;1.56;1.84;3;0.52;0.61;476;82.5;97.54;25.84;26.26;47.9;droite
2022;01450;Villieu-Loyes-Mollon;2891;553;19.13;2338;80.87;47;1.63;2.01;9;0.31;0.38;2282;78.93;97.6;24.15;28.7;47.15;droite
2022;01451;Viriat;4806;972;20.22;3834;79.78;67;1.39;1.75;20;0.42;0.52;3747;77.97;97.73;23.19;35.44;41.37;droite
2022;01452;Virieu-le-Grand;780;189;24.23;591;75.77;6;0.77;1.02;1;0.13;0.17;584;74.87;98.82;30.99;19.69;49.32;droite
2022;01453;Arviere-en-Valromey;584;128;21.92;456;78.08;9;1.54;1.97;2;0.34;0.44;445;76.2;97.59;33.03;25.84;41.12;droite
2022;01454;Virignin;733;136;18.55;597;81.45;8;1.09;1.34;5;0.68;0.84;584;79.67;97.82;28.42;23.46;48.12;droite
2022;01456;Vongnes;69;9;13.04;60;86.96;1;1.45;1.67;2;2.9;3.33;57;82.61;95.0;22.81;42.11;35.09;centre
2022;01457;Vonnas;2238;555;24.8;1683;75.2;24;1.07;1.43;14;0.63;0.83;1645;73.5;97.74;22.31;32.64;45.05;droite
2022;02001;Abbécourt;388;104;26.8;284;73.2;4;1.03;1.41;1;0.26;0.35;279;71.91;98.24;17.56;16.49;65.95;droite
2022;02002;Achery;437;101;23.11;336;76.89;2;0.46;0.6;1;0.23;0.3;333;76.2;99.11;19.52;18.92;61.56;droite
2022;02003;Acy;825;181;21.94;644;78.06;14;1.7;2.17;0;0.0;0.0;630;76.36;97.83;23.49;23.49;53.02;droite
2022;02004;Agnicourt-et-Séchelles;146;27;18.49;119;81.51;0;0.0;0.0;0;0.0;0.0;119;81.51;100.0;21.85;28.57;49.58;droite
2022;02005;Aguilcourt;319;76;23.82;243;76.18;9;2.82;3.7;2;0.63;0.82;232;72.73;95.47;17.67;25.86;56.47;droite
2022;02006;Aisonville-et-Bernoville;216;42;19.44;174;80.56;4;1.85;2.3;2;0.93;1.15;168;77.78;96.55;16.07;25.6;58.33;droite
2022;02007;Aizelles;101;16;15.84;85;84.16;2;1.98;2.35;0;0.0;0.0;83;82.18;97.65;21.69;34.94;43.37;droite
2022;02008;Aizy-Jouy;222;49;22.07;173;77.93;2;0.9;1.16;0;0.0;0.0;171;77.03;98.84;23.39;17.54;59.06;droite
