Année;Code_INSEE;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;% gauche/Exp;% centre/Exp;% droite/Exp;Résultat
2022;53208;Saint-Cyr-en-Pail;366;92;25.14;274;74.86;10;2.73;3.65;0;0.0;0.0;264;72.13;96.35;18.56;32.2;49.24;droite
2022;53209;Saint-Cyr-le-Gravelais;395;80;20.25;315;79.75;6;1.52;1.9;4;1.01;1.27;305;77.22;96.83;18.03;42.62;39.34;centre
2022;53210;Saint-Denis-d'Anjou;1125;250;22.22;875;77.78;15;1.33;1.71;10;0.89;1.14;850;75.56;97.14;24.71;33.06;42.24;droite
2022;53211;Saint-Denis-de-Gastines;1084;264;24.35;820;75.65;19;1.75;2.32;20;1.85;2.44;781;72.05;95.24;23.82;36.75;39.44;droite
2022;53212;Saint-Denis-du-Maine;340;52;15.29;288;84.71;6;1.76;2.08;1;0.29;0.35;281;82.65;97.57;18.15;39.86;41.99;droite
2022;53213;Saint-Ellier-du-Maine;335;59;17.61;276;82.39;1;0.3;0.36;0;0.0;0.0;275;82.09;99.64;17.45;39.27;43.27;droite
2022;53214;Saint-Erblon;117;27;23.08;90;76.92;2;1.71;2.22;1;0.85;1.11;87;74.36;96.67;21.84;29.89;48.28;droite
2022;53216;Saint-Fraimbault-de-Prières;728;167;22.94;561;77.06;8;1.1;1.43;10;1.37;1.78;543;74.59;96.79;24.86;39.23;35.91;centre
2022;53218;Sainte-Gemmes-le-Robert;690;161;23.33;529;76.67;12;1.74;2.27;6;0.87;1.13;511;74.06;96.6;29.55;28.96;41.49;droite
2022;53219;Saint-Georges-Buttavent;1049;194;18.49;855;81.51;25;2.38;2.92;5;0.48;0.58;825;78.65;96.49;22.55;39.88;37.58;centre
2022;53220;Saint-Georges-le-Fléchard;269;45;16.73;224;83.27;5;1.86;2.23;3;1.12;1.34;216;80.3;96.43;30.09;35.65;34.26;centre
2022;53221;Saint-Georges-sur-Erve;308;76;24.68;232;75.32;3;0.97;1.29;2;0.65;0.86;227;73.7;97.84;24.23;24.67;51.1;droite
2022;53222;Saint-Germain-d'Anxure;261;46;17.62;215;82.38;2;0.77;0.93;0;0.0;0.0;213;81.61;99.07;24.88;43.19;31.92;centre
2022;53223;Saint-Germain-de-Coulamer;278;70;25.18;208;74.82;5;1.8;2.4;1;0.36;0.48;202;72.66;97.12;21.29;24.26;54.46;droite
2022;53224;Saint-Germain-le-Fouilloux;808;144;17.82;664;82.18;15;1.86;2.26;4;0.5;0.6;645;79.83;97.14;28.22;44.03;27.75;centre
2022;53225;Saint-Germain-le-Guillaume;336;56;16.67;280;83.33;6;1.79;2.14;3;0.89;1.07;271;80.65;96.79;33.21;34.32;32.47;centre
2022;53226;Saint-Hilaire-du-Maine;578;131;22.66;447;77.34;9;1.56;2.01;10;1.73;2.24;428;74.05;95.75;28.5;33.64;37.85;droite
2022;53228;Blandouet-Saint Jean;425;106;24.94;319;75.06;7;1.65;2.19;1;0.24;0.31;311;73.18;97.49;23.47;31.19;45.34;droite
2022;53229;Saint-Jean-sur-Mayenne;1193;170;14.25;1023;85.75;25;2.1;2.44;12;1.01;1.17;986;82.65;96.38;31.85;36.82;31.34;centre
2022;53230;Saint-Julien-du-Terroux;183;31;16.94;152;83.06;4;2.19;2.63;1;0.55;0.66;147;80.33;96.71;8.84;44.9;46.26;droite
2022;53232;Saint-Léger-en-charnie;223;37;16.59;186;83.41;4;1.79;2.15;0;0.0;0.0;182;81.61;97.85;23.08;27.47;49.45;droite
2022;53233;Saint-Loup-du-Dorat;235;43;18.3;192;81.7;5;2.13;2.6;2;0.85;1.04;185;78.72;96.35;28.11;26.49;45.41;droite
2022;53234;Saint-Loup-du-Gast;249;51;20.48;198;79.52;5;2.01;2.53;2;0.8;1.01;191;76.71;96.46;28.27;33.51;38.22;droite
2022;53235;Sainte-Marie-du-Bois;164;39;23.78;125;76.22;2;1.22;1.6;1;0.61;0.8;122;74.39;97.6;27.87;22.95;49.18;droite
2022;53236;Saint-Mars-du-Désert;121;28;23.14;93;76.86;0;0.0;0.0;1;0.83;1.08;92;76.03;98.92;22.83;35.87;41.3;droite
2022;53237;Saint-Mars-sur-Colmont;319;84;26.33;235;73.67;9;2.82;3.83;1;0.31;0.43;225;70.53;95.74;15.56;40.44;44.0;droite
2022;53238;Saint-Mars-sur-la-Futaie;430;102;23.72;328;76.28;12;2.79;3.66;6;1.4;1.83;310;72.09;94.51;20.32;37.74;41.94;droite
2022;53240;Saint-Martin-du-Limet;368;97;26.36;271;73.64;10;2.72;3.69;1;0.27;0.37;260;70.65;95.94;26.54;35.77;37.69;droite
2022;53242;Saint-Michel-de-la-Roë;185;42;22.7;143;77.3;1;0.54;0.7;4;2.16;2.8;138;74.59;96.5;22.46;35.51;42.03;droite
2022;53243;Saint-Ouën-des-Toits;1312;263;20.05;1049;79.95;23;1.75;2.19;12;0.91;1.14;1014;77.29;96.66;26.33;40.04;33.63;centre
2022;53245;Saint-Pierre-des-Landes;736;161;21.88;575;78.13;14;1.9;2.43;7;0.95;1.22;554;75.27;96.35;17.87;44.58;37.55;centre
2022;53246;Saint-Pierre-des-Nids;1440;378;26.25;1062;73.75;20;1.39;1.88;10;0.69;0.94;1032;71.67;97.18;29.46;34.3;36.24;droite
2022;53247;Saint-Pierre-la-Cour;1697;407;23.98;1290;76.02;13;0.77;1.01;23;1.36;1.78;1254;73.9;97.21;21.13;37.8;41.07;droite
2022;53248;Saint-Pierre-sur-Erve;118;21;17.8;97;82.2;5;4.24;5.15;1;0.85;1.03;91;77.12;93.81;43.96;18.68;37.36;gauche
2022;53249;Vimartin-sur-Orthe;928;278;29.96;650;70.04;15;1.62;2.31;3;0.32;0.46;632;68.1;97.23;22.47;31.65;45.89;droite
2022;53250;Saint-Poix;263;59;22.43;204;77.57;1;0.38;0.49;1;0.38;0.49;202;76.81;99.02;21.29;33.17;45.54;droite
2022;53251;Saint-Quentin-les-Anges;334;46;13.77;288;86.23;4;1.2;1.39;3;0.9;1.04;281;84.13;97.57;29.54;31.32;39.15;droite
2022;53253;Saint-Saturnin-du-Limet;323;53;16.41;270;83.59;6;1.86;2.22;2;0.62;0.74;262;81.11;97.04;24.43;41.22;34.35;centre
2022;53255;Sainte-Suzanne et Chammes;960;189;19.69;771;80.31;11;1.15;1.43;10;1.04;1.3;750;78.13;97.28;26.67;32.13;41.2;droite
2022;53256;Saint-Thomas-de-Courceriers;144;27;18.75;117;81.25;3;2.08;2.56;0;0.0;0.0;114;79.17;97.44;15.79;36.84;47.37;droite
2022;53257;Saulges;210;43;20.48;167;79.52;3;1.43;1.8;2;0.95;1.2;162;77.14;97.01;25.93;29.63;44.44;droite
2022;53258;La Selle-Craonnaise;603;135;22.39;468;77.61;11;1.82;2.35;1;0.17;0.21;456;75.62;97.44;25.44;41.23;33.33;centre
2022;53259;Senonnes;219;37;16.89;182;83.11;2;0.91;1.1;0;0.0;0.0;180;82.19;98.9;16.11;38.33;45.56;droite
2022;53260;Simplé;278;52;18.71;226;81.29;8;2.88;3.54;1;0.36;0.44;217;78.06;96.02;21.66;35.94;42.4;droite
2022;53261;Soucé;105;27;25.71;78;74.29;4;3.81;5.13;0;0.0;0.0;74;70.48;94.87;18.92;31.08;50.0;droite
2022;53262;Soulgé-sur-Ouette;837;173;20.67;664;79.33;20;2.39;3.01;5;0.6;0.75;639;76.34;96.23;23.47;37.25;39.28;droite
2022;53263;Thuboeuf;226;37;16.37;189;83.63;2;0.88;1.06;3;1.33;1.59;184;81.42;97.35;14.67;36.41;48.91;droite
2022;53264;Thorigné-en-Charnie;141;46;32.62;95;67.38;0;0.0;0.0;1;0.71;1.05;94;66.67;98.95;24.47;34.04;41.49;droite
2022;53265;Torcé-Viviers-en-Charnie;567;126;22.22;441;77.78;7;1.23;1.59;2;0.35;0.45;432;76.19;97.96;24.07;23.61;52.31;droite
2022;53266;Trans;175;32;18.29;143;81.71;3;1.71;2.1;2;1.14;1.4;138;78.86;96.5;16.67;55.8;27.54;centre
2022;53267;Vaiges;758;175;23.09;583;76.91;18;2.37;3.09;6;0.79;1.03;559;73.75;95.88;19.68;35.24;45.08;droite
2022;53269;Vautorte;439;108;24.6;331;75.4;12;2.73;3.63;5;1.14;1.51;314;71.53;94.86;19.43;35.67;44.9;droite
2022;53270;Vieuvy;96;20;20.83;76;79.17;1;1.04;1.32;0;0.0;0.0;75;78.13;98.68;21.33;48.0;30.67;centre
2022;53271;Villaines-la-Juhel;2159;666;30.85;1493;69.15;40;1.85;2.68;15;0.69;1.0;1438;66.6;96.32;19.33;38.39;42.28;droite
2022;53272;Villepail;132;35;26.52;97;73.48;3;2.27;3.09;0;0.0;0.0;94;71.21;96.91;29.79;31.91;38.3;droite
2022;53273;Villiers-Charlemagne;792;169;21.34;623;78.66;18;2.27;2.89;10;1.26;1.61;595;75.13;95.51;26.89;44.54;28.57;centre
2022;53276;Voutré;714;178;24.93;536;75.07;15;2.1;2.8;8;1.12;1.49;513;71.85;95.71;21.44;28.65;49.9;droite
2022;54001;Abaucourt;234;41;17.52;193;82.48;0;0.0;0.0;4;1.71;2.07;189;80.77;97.93;20.11;24.87;55.03;droite
2022;54002;Abbéville-lès-Conflans;187;44;23.53;143;76.47;2;1.07;1.4;0;0.0;0.0;141;75.4;98.6;24.82;40.43;34.75;centre
2022;54003;Aboncourt;90;13;14.44;77;85.56;1;1.11;1.3;1;1.11;1.3;75;83.33;97.4;17.33;29.33;53.33;droite
2022;54004;Affléville;142;36;25.35;106;74.65;2;1.41;1.89;0;0.0;0.0;104;73.24;98.11;18.27;21.15;60.58;droite
2022;54005;Affracourt;97;14;14.43;83;85.57;0;0.0;0.0;0;0.0;0.0;83;85.57;100.0;20.48;34.94;44.58;droite
2022;54006;Agincourt;366;58;15.85;308;84.15;4;1.09;1.3;3;0.82;0.97;301;82.24;97.73;25.25;41.2;33.55;centre
2022;54007;Aingeray;467;116;24.84;351;75.16;6;1.28;1.71;0;0.0;0.0;345;73.88;98.29;23.77;22.61;53.62;droite
2022;54008;Allain;319;57;17.87;262;82.13;8;2.51;3.05;0;0.0;0.0;254;79.62;96.95;29.92;19.69;50.39;droite
2022;54009;Allamont;131;40;30.53;91;69.47;3;2.29;3.3;0;0.0;0.0;88;67.18;96.7;17.05;34.09;48.86;droite
2022;54010;Allamps;356;67;18.82;289;81.18;9;2.53;3.11;3;0.84;1.04;277;77.81;95.85;31.41;22.74;45.85;droite
2022;54011;Allondrelle-la-Malmaison;372;97;26.08;275;73.92;0;0.0;0.0;4;1.08;1.45;271;72.85;98.55;22.51;33.21;44.28;droite
2022;54012;Amance;268;37;13.81;231;86.19;3;1.12;1.3;0;0.0;0.0;228;85.07;98.7;36.84;29.82;33.33;gauche
2022;54013;Amenoncourt;72;16;22.22;56;77.78;0;0.0;0.0;0;0.0;0.0;56;77.78;100.0;12.5;17.86;69.64;droite
2022;54014;Ancerviller;222;33;14.86;189;85.14;5;2.25;2.65;1;0.45;0.53;183;82.43;96.83;27.87;28.96;43.17;droite
2022;54015;Anderny;187;38;20.32;149;79.68;2;1.07;1.34;0;0.0;0.0;147;78.61;98.66;22.45;21.09;56.46;droite
2022;54016;Andilly;216;54;25.0;162;75.0;1;0.46;0.62;1;0.46;0.62;160;74.07;98.77;12.5;33.75;53.75;droite
2022;54017;Angomont;67;11;16.42;56;83.58;0;0.0;0.0;2;2.99;3.57;54;80.6;96.43;31.48;31.48;37.04;droite
2022;54018;Anoux;222;38;17.12;184;82.88;2;0.9;1.09;1;0.45;0.54;181;81.53;98.37;35.91;27.07;37.02;droite
2022;54019;Ansauville;64;14;21.88;50;78.13;0;0.0;0.0;0;0.0;0.0;50;78.13;100.0;20.0;18.0;62.0;droite
2022;54020;Anthelupt;349;65;18.62;284;81.38;2;0.57;0.7;2;0.57;0.7;280;80.23;98.59;21.79;36.79;41.43;droite
2022;54021;Armaucourt;176;40;22.73;136;77.27;1;0.57;0.74;0;0.0;0.0;135;76.7;99.26;18.52;30.37;51.11;droite
2022;54022;Arnaville;468;109;23.29;359;76.71;11;2.35;3.06;2;0.43;0.56;346;73.93;96.38;33.53;27.46;39.02;droite
2022;54023;Arracourt;185;38;20.54;147;79.46;2;1.08;1.36;2;1.08;1.36;143;77.3;97.28;14.69;35.66;49.65;droite
2022;54024;Arraye-et-Han;253;67;26.48;186;73.52;7;2.77;3.76;3;1.19;1.61;176;69.57;94.62;25.0;25.57;49.43;droite
2022;54025;Art-sur-Meurthe;1211;255;21.06;956;78.94;16;1.32;1.67;4;0.33;0.42;936;77.29;97.91;24.57;33.87;41.56;droite
2022;54026;Athienville;139;29;20.86;110;79.14;5;3.6;4.55;2;1.44;1.82;103;74.1;93.64;16.5;29.13;54.37;droite
2022;54027;Atton;669;157;23.47;512;76.53;10;1.49;1.95;1;0.15;0.2;501;74.89;97.85;21.16;29.94;48.9;droite
2022;54028;Auboué;1840;614;33.37;1226;66.63;10;0.54;0.82;9;0.49;0.73;1207;65.6;98.45;39.52;17.81;42.67;droite
2022;54029;Audun-le-Roman;1651;439;26.59;1212;73.41;19;1.15;1.57;5;0.3;0.41;1188;71.96;98.02;28.45;27.95;43.6;droite
2022;54030;Autrepierre;75;10;13.33;65;86.67;0;0.0;0.0;0;0.0;0.0;65;86.67;100.0;12.31;29.23;58.46;droite
2022;54031;Autreville-sur-Moselle;208;46;22.12;162;77.88;3;1.44;1.85;3;1.44;1.85;156;75.0;96.3;20.51;31.41;48.08;droite
2022;54032;Autrey-sur-Madon;156;23;14.74;133;85.26;2;1.28;1.5;0;0.0;0.0;131;83.97;98.5;29.77;29.77;40.46;droite
2022;54033;Avillers;81;12;14.81;69;85.19;1;1.23;1.45;0;0.0;0.0;68;83.95;98.55;13.24;20.59;66.18;droite
2022;54034;Avrainville;189;21;11.11;168;88.89;2;1.06;1.19;0;0.0;0.0;166;87.83;98.81;26.51;31.93;41.57;droite
2022;54035;Avricourt;275;73;26.55;202;73.45;5;1.82;2.48;1;0.36;0.5;196;71.27;97.03;19.9;18.37;61.73;droite
2022;54036;Avril;889;233;26.21;656;73.79;6;0.67;0.91;4;0.45;0.61;646;72.67;98.48;26.93;23.07;50.0;droite
2022;54037;Azelot;337;66;19.58;271;80.42;2;0.59;0.74;1;0.3;0.37;268;79.53;98.89;24.25;39.55;36.19;centre
2022;54038;Azerailles;574;108;18.82;466;81.18;3;0.52;0.64;5;0.87;1.07;458;79.79;98.28;16.59;30.35;53.06;droite
2022;54039;Baccarat;2924;956;32.69;1968;67.31;29;0.99;1.47;12;0.41;0.61;1927;65.9;97.92;20.55;26.83;52.62;droite
2022;54040;Badonviller;1158;297;25.65;861;74.35;8;0.69;0.93;7;0.6;0.81;846;73.06;98.26;22.81;25.18;52.01;droite
2022;54041;Bagneux;122;19;15.57;103;84.43;2;1.64;1.94;0;0.0;0.0;101;82.79;98.06;12.87;35.64;51.49;droite
2022;54042;Bainville-aux-Miroirs;262;58;22.14;204;77.86;0;0.0;0.0;0;0.0;0.0;204;77.86;100.0;19.61;24.51;55.88;droite
2022;54043;Bainville-sur-Madon;852;196;23.0;656;77.0;8;0.94;1.22;6;0.7;0.91;642;75.35;97.87;23.83;35.51;40.65;droite
2022;54044;Barbas;145;25;17.24;120;82.76;3;2.07;2.5;0;0.0;0.0;117;80.69;97.5;11.11;23.08;65.81;droite
2022;54045;Barbonville;376;82;21.81;294;78.19;3;0.8;1.02;3;0.8;1.02;288;76.6;97.96;17.01;32.29;50.69;droite
2022;54046;Barisey-au-Plain;287;51;17.77;236;82.23;2;0.7;0.85;1;0.35;0.42;233;81.18;98.73;12.88;28.76;58.37;droite
2022;54047;Barisey-la-Côte;187;46;24.6;141;75.4;0;0.0;0.0;1;0.53;0.71;140;74.87;99.29;20.71;23.57;55.71;droite
2022;54048;Baroches (Les);317;81;25.55;236;74.45;4;1.26;1.69;1;0.32;0.42;231;72.87;97.88;24.68;26.41;48.92;droite
2022;54049;Baslieux;387;133;34.37;254;65.63;1;0.26;0.39;0;0.0;0.0;253;65.37;99.61;26.09;29.64;44.27;droite
2022;54050;Bathelémont;67;6;8.96;61;91.04;0;0.0;0.0;1;1.49;1.64;60;89.55;98.36;8.33;25.0;66.67;droite
2022;54051;Batilly;1080;233;21.57;847;78.43;20;1.85;2.36;5;0.46;0.59;822;76.11;97.05;26.64;26.64;46.72;droite
2022;54052;Battigny;105;18;17.14;87;82.86;1;0.95;1.15;0;0.0;0.0;86;81.9;98.85;32.56;18.6;48.84;droite
2022;54053;Bauzemont;123;22;17.89;101;82.11;0;0.0;0.0;0;0.0;0.0;101;82.11;100.0;22.77;28.71;48.51;droite
2022;54054;Bayon;1060;229;21.6;831;78.4;15;1.42;1.81;4;0.38;0.48;812;76.6;97.71;28.45;28.69;42.86;droite
2022;54055;Bayonville-sur-Mad;281;77;27.4;204;72.6;4;1.42;1.96;3;1.07;1.47;197;70.11;96.57;28.93;27.92;43.15;droite
2022;54056;Bazailles;127;34;26.77;93;73.23;1;0.79;1.08;1;0.79;1.08;91;71.65;97.85;19.78;23.08;57.14;droite
2022;54057;Beaumont;49;7;14.29;42;85.71;1;2.04;2.38;0;0.0;0.0;41;83.67;97.62;14.63;19.51;65.85;droite
2022;54058;Béchamps;78;24;30.77;54;69.23;0;0.0;0.0;1;1.28;1.85;53;67.95;98.15;13.21;33.96;52.83;droite
2022;54059;Belleau;548;110;20.07;438;79.93;5;0.91;1.14;10;1.82;2.28;423;77.19;96.58;31.21;25.06;43.74;droite
2022;54060;Belleville;1107;258;23.31;849;76.69;6;0.54;0.71;5;0.45;0.59;838;75.7;98.7;24.11;28.52;47.37;droite
2022;54061;Bénaménil;428;81;18.93;347;81.07;2;0.47;0.58;1;0.23;0.29;344;80.37;99.14;22.38;17.15;60.47;droite
2022;54062;Benney;525;107;20.38;418;79.62;11;2.1;2.63;1;0.19;0.24;406;77.33;97.13;22.66;31.77;45.57;droite
2022;54063;Bernécourt;142;28;19.72;114;80.28;1;0.7;0.88;2;1.41;1.75;111;78.17;97.37;18.02;39.64;42.34;droite
2022;54064;Bertrambois;235;60;25.53;175;74.47;4;1.7;2.29;1;0.43;0.57;170;72.34;97.14;26.47;17.65;55.88;droite
2022;54065;Bertrichamps;884;215;24.32;669;75.68;11;1.24;1.64;7;0.79;1.05;651;73.64;97.31;18.59;19.51;61.9;droite
2022;54066;Bettainvillers;276;74;26.81;202;73.19;5;1.81;2.48;0;0.0;0.0;197;71.38;97.52;22.84;19.29;57.87;droite
2022;54067;Beuveille;488;108;22.13;380;77.87;5;1.02;1.32;2;0.41;0.53;373;76.43;98.16;27.61;25.47;46.92;droite
2022;54068;Beuvezin;94;19;20.21;75;79.79;1;1.06;1.33;0;0.0;0.0;74;78.72;98.67;14.86;32.43;52.7;droite
2022;54069;Beuvillers;349;67;19.2;282;80.8;4;1.15;1.42;0;0.0;0.0;278;79.66;98.58;22.3;38.13;39.57;droite
2022;54070;Bey-sur-Seille;135;22;16.3;113;83.7;2;1.48;1.77;0;0.0;0.0;111;82.22;98.23;30.63;33.33;36.04;droite
2022;54071;Bezange-la-Grande;135;28;20.74;107;79.26;1;0.74;0.93;1;0.74;0.93;105;77.78;98.13;19.05;22.86;58.1;droite
2022;54072;Bezaumont;203;45;22.17;158;77.83;1;0.49;0.63;1;0.49;0.63;156;76.85;98.73;25.0;24.36;50.64;droite
2022;54073;Bicqueley;739;175;23.68;564;76.32;14;1.89;2.48;12;1.62;2.13;538;72.8;95.39;19.33;22.49;58.18;droite
2022;54074;Bienville-la-Petite;21;4;19.05;17;80.95;1;4.76;5.88;0;0.0;0.0;16;76.19;94.12;6.25;31.25;62.5;droite
2022;54075;Bionville;111;16;14.41;95;85.59;1;0.9;1.05;3;2.7;3.16;91;81.98;95.79;42.86;23.08;34.07;gauche
2022;54076;Blainville-sur-l'Eau;3009;838;27.85;2171;72.15;36;1.2;1.66;14;0.47;0.64;2121;70.49;97.7;29.75;24.09;46.16;droite
2022;54077;Blâmont;671;233;34.72;438;65.28;4;0.6;0.91;9;1.34;2.05;425;63.34;97.03;16.94;31.06;52.0;droite
2022;54078;Blémerey;56;12;21.43;44;78.57;0;0.0;0.0;0;0.0;0.0;44;78.57;100.0;4.55;40.91;54.55;droite
2022;54079;Blénod-lès-Pont-à-Mousson;3142;1001;31.86;2141;68.14;33;1.05;1.54;19;0.6;0.89;2089;66.49;97.57;33.7;23.22;43.08;droite
2022;54080;Blénod-lès-Toul;813;171;21.03;642;78.97;16;1.97;2.49;3;0.37;0.47;623;76.63;97.04;25.04;20.22;54.74;droite
2022;54081;Boismont;329;101;30.7;228;69.3;2;0.61;0.88;3;0.91;1.32;223;67.78;97.81;22.87;27.35;49.78;droite
2022;54082;Boncourt;153;28;18.3;125;81.7;3;1.96;2.4;3;1.96;2.4;119;77.78;95.2;20.17;28.57;51.26;droite
2022;54083;Bonviller;145;25;17.24;120;82.76;4;2.76;3.33;2;1.38;1.67;114;78.62;95.0;21.93;29.82;48.25;droite
2022;54084;Bonvillers (Mont);681;188;27.61;493;72.39;9;1.32;1.83;6;0.88;1.22;478;70.19;96.96;24.27;19.87;55.86;droite
2022;54085;Borville;82;24;29.27;58;70.73;1;1.22;1.72;0;0.0;0.0;57;69.51;98.28;12.28;28.07;59.65;droite
2022;54086;Boucq;284;64;22.54;220;77.46;3;1.06;1.36;0;0.0;0.0;217;76.41;98.64;14.75;28.11;57.14;droite
2022;54087;Bouillonville;108;21;19.44;87;80.56;0;0.0;0.0;0;0.0;0.0;87;80.56;100.0;31.03;24.14;44.83;droite
2022;54088;Bouvron;172;22;12.79;150;87.21;2;1.16;1.33;1;0.58;0.67;147;85.47;98.0;22.45;17.69;59.86;droite
2022;54089;Bouxières-aux-Chênes;1120;244;21.79;876;78.21;12;1.07;1.37;3;0.27;0.34;861;76.88;98.29;27.87;32.17;39.95;droite
2022;54090;Bouxières-aux-Dames;3175;698;21.98;2477;78.02;45;1.42;1.82;13;0.41;0.52;2419;76.19;97.66;26.91;32.86;40.22;droite
2022;54091;Bouxières-sous-Froidmont;283;39;13.78;244;86.22;4;1.41;1.64;4;1.41;1.64;236;83.39;96.72;18.64;26.27;55.08;droite
2022;54092;Bouzanville;60;12;20.0;48;80.0;0;0.0;0.0;0;0.0;0.0;48;80.0;100.0;25.0;16.67;58.33;droite
2022;54093;Brainville;139;25;17.99;114;82.01;2;1.44;1.75;2;1.44;1.75;110;79.14;96.49;26.36;30.91;42.73;droite
2022;54094;Bralleville;164;39;23.78;125;76.22;1;0.61;0.8;0;0.0;0.0;124;75.61;99.2;15.32;37.1;47.58;droite
2022;54095;Bratte;34;9;26.47;25;73.53;1;2.94;4.0;0;0.0;0.0;24;70.59;96.0;41.67;37.5;20.83;gauche
2022;54096;Bréhain-la-Ville;232;39;16.81;193;83.19;5;2.16;2.59;2;0.86;1.04;186;80.17;96.37;17.2;32.8;50.0;droite
2022;54097;Bréménil;102;27;26.47;75;73.53;0;0.0;0.0;0;0.0;0.0;75;73.53;100.0;16.0;25.33;58.67;droite
2022;54098;Brémoncourt;142;26;18.31;116;81.69;3;2.11;2.59;0;0.0;0.0;113;79.58;97.41;22.12;28.32;49.56;droite
2022;54099;Val de Briey;6206;1943;31.31;4263;68.69;70;1.13;1.64;29;0.47;0.68;4164;67.1;97.68;31.34;26.1;42.56;droite
2022;54100;Brin-sur-Seille;609;136;22.33;473;77.67;2;0.33;0.42;1;0.16;0.21;470;77.18;99.37;24.68;30.64;44.68;droite
2022;54101;Brouville;94;12;12.77;82;87.23;1;1.06;1.22;1;1.06;1.22;80;85.11;97.56;3.75;31.25;65.0;droite
2022;54102;Bruley;519;96;18.5;423;81.5;7;1.35;1.65;2;0.39;0.47;414;79.77;97.87;20.53;35.99;43.48;droite
2022;54103;Bruville;176;45;25.57;131;74.43;1;0.57;0.76;1;0.57;0.76;129;73.3;98.47;13.18;35.66;51.16;droite
2022;54104;Buissoncourt;204;32;15.69;172;84.31;6;2.94;3.49;0;0.0;0.0;166;81.37;96.51;25.3;27.11;47.59;droite
2022;54105;Bulligny;411;66;16.06;345;83.94;6;1.46;1.74;0;0.0;0.0;339;82.48;98.26;28.91;28.61;42.48;droite
2022;54106;Bures;60;8;13.33;52;86.67;1;1.67;1.92;0;0.0;0.0;51;85.0;98.08;5.88;23.53;70.59;droite
2022;54107;Buriville;60;14;23.33;46;76.67;0;0.0;0.0;0;0.0;0.0;46;76.67;100.0;17.39;15.22;67.39;droite
2022;54108;Burthecourt-aux-Chênes;126;21;16.67;105;83.33;3;2.38;2.86;2;1.59;1.9;100;79.37;95.24;16.0;44.0;40.0;centre
2022;54109;Ceintrey;657;170;25.88;487;74.12;3;0.46;0.62;16;2.44;3.29;468;71.23;96.1;26.92;33.97;39.1;droite
2022;54110;Cerville;471;90;19.11;381;80.89;5;1.06;1.31;3;0.64;0.79;373;79.19;97.9;24.4;34.58;41.02;droite
2022;54111;Chaligny;2137;520;24.33;1617;75.67;20;0.94;1.24;8;0.37;0.49;1589;74.36;98.27;31.21;28.26;40.53;droite
2022;54112;Chambley-Bussières;469;76;16.2;393;83.8;3;0.64;0.76;0;0.0;0.0;390;83.16;99.24;18.72;22.56;58.72;droite
2022;54113;Champenoux;1105;208;18.82;897;81.18;17;1.54;1.9;22;1.99;2.45;858;77.65;95.65;26.11;30.89;43.01;droite
2022;54114;Champey-sur-Moselle;271;53;19.56;218;80.44;1;0.37;0.46;2;0.74;0.92;215;79.34;98.62;18.14;22.33;59.53;droite
2022;54115;Champigneulles;4777;1235;25.85;3542;74.15;61;1.28;1.72;17;0.36;0.48;3464;72.51;97.8;31.03;29.82;39.15;droite
2022;54116;Chanteheux;1641;337;20.54;1304;79.46;21;1.28;1.61;14;0.85;1.07;1269;77.33;97.32;20.57;29.24;50.2;droite
2022;54117;Chaouilley;99;10;10.1;89;89.9;0;0.0;0.0;0;0.0;0.0;89;89.9;100.0;28.09;37.08;34.83;centre
2022;54118;Charency-Vezin;366;109;29.78;257;70.22;2;0.55;0.78;2;0.55;0.78;253;69.13;98.44;15.81;31.62;52.57;droite
2022;54119;Charey;66;13;19.7;53;80.3;1;1.52;1.89;0;0.0;0.0;52;78.79;98.11;23.08;28.85;48.08;droite
2022;54120;Charmes-la-Côte;268;43;16.04;225;83.96;6;2.24;2.67;1;0.37;0.44;218;81.34;96.89;35.32;27.52;37.16;droite
2022;54121;Charmois;164;22;13.41;142;86.59;5;3.05;3.52;1;0.61;0.7;136;82.93;95.77;22.06;36.03;41.91;droite
2022;54122;Chaudeney-sur-Moselle;592;146;24.66;446;75.34;10;1.69;2.24;0;0.0;0.0;436;73.65;97.76;23.62;28.44;47.94;droite
2022;54123;Chavigny;1221;253;20.72;968;79.28;12;0.98;1.24;3;0.25;0.31;953;78.05;98.45;35.57;28.12;36.31;droite
2022;54124;Chazelles-sur-Albe;32;5;15.63;27;84.38;0;0.0;0.0;0;0.0;0.0;27;84.38;100.0;11.11;11.11;77.78;droite
2022;54125;Chenevières;358;80;22.35;278;77.65;7;1.96;2.52;1;0.28;0.36;270;75.42;97.12;18.89;23.7;57.41;droite
2022;54126;Chenicourt;170;34;20.0;136;80.0;3;1.76;2.21;1;0.59;0.74;132;77.65;97.06;20.45;34.85;44.7;droite
2022;54127;Chenières;471;111;23.57;360;76.43;4;0.85;1.11;1;0.21;0.28;355;75.37;98.61;25.07;30.42;44.51;droite
2022;54128;Choloy-Ménillot;579;135;23.32;444;76.68;8;1.38;1.8;1;0.17;0.23;435;75.13;97.97;22.76;22.76;54.48;droite
